,Unnamed: 0,Company,Experience,JobTitle,salary_avg,Salary,Summary,monthly,,salary_max,salary_min,City,State,Lightning,LWC,Triggers,Test_Classes,JavaScript,Testing,Client,Configuration,Business,lightning,apex,development,Business_Interaction,Functional,Lead_team
106,106,corporate1,8,Salesforce Technical/Proect Manager,800000,"?8,00,000 a year",Hiring for Ahmedabad based IT company that is primarily working on Fortune 500 client projects. The position is based in Ahmedabad.,0,,800000,800000,Ahmedabad, Gujarat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,108,ChildFund India,2,Salesforce Administrator,301788,"?3,01,788 a year","Reporting To: Sr. Officer, Project. Travel:Extensive/ As per job requirement. ROLE SUMMARY: Coordinator, Admin. and Finance will be responsible for handling all…",0,,301788,301788,Hyderabad, Telangana,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
109,109,ICS Consultancy Services,10,Salesforce Technical Architect,2502500,"?10,00,000 - ?25,00,000 a year","Roles and responsibilities for Maximo Jobs in Mumbai. : Role : Application Lead Role Description : Lead the effort to design, build and configure applications,…",0,,3575000,1430000,Hyderabad, Telangana,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
110,110,A Technologies,2,Salesforce Developer,400000,"?3,00,000 - ?5,00,000 a year","Proficiency with Java web development / web frameworks. Proficiency with fundamental front-end languages and framework such as HTML, CSS and JavaScript.",0,,500000,300000,Hyderabad, Hyderabad,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
111,111,Ontrack HR services Pvt Ltd,5,Salesforce Administrator,637500,"?4,00,000 - ?7,00,000 a year",The Document Controller will be the first point of contact for the customer and factory for all Project Documentation related needs.,0,,875000,400000,Chennai, Tamil Nadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,112,Wise Monk,8,Salesforce Technical/Proect Manager,1430000,"?10,00,000 a year","Provide accurate and timely information as required to project managers, the delivery team and senior management. We are looking for people :-.",0,,1430000,1430000,Gurgaon, Haryana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,115,KAG INDIA PVT. LTD.,8,Salesforce Technical/Proect Manager,675000,"?45,000 a month","Proven working experience as a business development manager, sales executive or a relevant role. We are leading Tiles Manufacturing and selling company, Head…",1,,675000,675000,Chennai, Tamil Nadu,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
116,116,Multirecruit,5,Salesforce Developer,1115000,"?8,00,000 - ?10,00,000 a year","Bachelors/master’s degree in computer science or related field. 2+ years of experience in developing web-based, E-Commerce applications on Salesforce Commerce…",0,,1430000,800000,Bengaluru, Karnataka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,117,C P Careers Private Limited,10,Salesforce Technical/Proect Manager,2431000,"?12,00,000 - ?22,00,000 a year","Streamlining work from multiple project managers for multiple customers. A DM is the point of contact for the Company team (Developers, Quality Analysts,…",0,,3146000,1716000,Chennai, Tamil Nadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,118,Talent Zone Consultants,2,Salesforce Business Analyst,350000,"?3,00,000 - ?4,00,000 a year",We are Looking for An Ambitious and Energetic Business Development Manager to Help Us Expand Our Clientele. You Will Be the Front of the Company and Will have…,0,,400000,300000,Mumbai, Maharashtra,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
122,122,Corpusvision Technology Pvt Ltd,5,Salesforce Developer,1043500,"₹8,00,000 - ₹9,00,000 a year",You will be working with other engineers and developers on different layers of the infrastructure. We are looking for someone to be responsible for the…,0,,1287000,800000,Mumbai, Maharashtra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,123,Infotribo Technologies Pvt Ltd,5,Salesforce Developer,1211931.4,"₹6,11,095 - ₹11,60,835 a year",A software services company based in Bangalore founded by partners with over 45 years of combined experience in the software industry.,0,,1659994.05,763868.75,Bengaluru, Karnataka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,124,KellyOCG,8,Salesforce Developer,2860000,"₹20,00,000 a year","3- 9 years of experience as a Salesforce CRM developer. Hands-on experience in Salesforce DX, Source driven development and deployment though CI tools (SFDX,…",0,,2860000,2860000,Pune, Maharashtra,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
125,125,Dialogflows AI Solutions Inc,5,Salesforce Developer,675000,"₹45,000 a month","We are looking for a Software Developer and the ideal candidate should be a detail-oriented team player, who will handle all the development and coordination…",1,,675000,675000,Ahmedabad, Gujarat,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
126,126,Digital Zones,5,Salesforce Developer,606250,"₹4,00,000 - ₹6,50,000 a year","Design, Configure and Develop solutions within the Salesforce platform(Sales & Marketing Cloud) to support our client's critical business functions and meet…",0,,812500,400000,Gurgaon, Haryana,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0
127,127,Fexle Services Pvt. Ltd.,5,Salesforce Developer,1272500,"₹4,00,000 - ₹15,00,000 a year","∙ Good command on the Apex, Visualforce, Lightning Web Components, Aura Components. ∙ Hands-on experience with creating the lightning components.",0,,2145000,400000,Gurgaon, Rajasthan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,129,MicroSan Consultancy Services,5,Salesforce Developer,615000,"₹40,000 - ₹50,000 a month","Overall 4+ years of experience. Min 2+ years experience on SFDC, Service Max, Service Cloud. Job Types: Full-time, Contract. Total work: 4 years (Preferred).",1,,750000,480000,Remote, Kerala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,130,Syncrasy Technologies Pvt. Ltd.,5,Salesforce Developer,1147200,"₹50,000 - ₹90,000 a month",Perform deployments requested by the salesforce engineering and business analyst team. Candidate should have working experience as Salesforce developer…,1,,1544400,750000,Noida, Uttar Pradesh,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
131,131,TechDigital,8,Salesforce Developer,1680000,"₹5,00,000 - ₹20,00,000 a year",Experience Range – 4-10 Years. Location- Bangalore/Pune/Hyderabad/Jaipur. Roles and Responsibilities/Technical Skills: -*. Expected Start Date: 3/3/2021.,0,,2860000,500000,Bengaluru, Karnataka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,132,221 B Baker ST,5,Salesforce Developer,926400,"₹40,000 - ₹80,000 a month",221 B Baker ST.is looking for Salesforce Developers in Kolkata Location. Salary: Head and Shoulders above industry verticals. Total work: 4 years (Preferred).,1,,1372800,480000,Kolkata, West Bengal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,133,Newforce Global Services,8,Salesforce Developer,1678165.58,"₹5,48,717 - ₹18,67,437 a year",Click the below link & apply job directly *. Must have experience in Salesforce platform development. Must have problem solving and analytical skills.,0,,2670434.91,685896.25,Hyderabad, Telangana,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
134,134,REGex Software Services,8,Salesforce Developer,1887600,"₹1,00,000 - ₹1,20,000 a month",Required Salesforce Trainer who is expert in Sub-skills like: Salesforce platform Data Model Data Import and Export Data Security Basics of Clouds Salesforce…,1,,2059200,1716000,Remote,Remote,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,135,KBS Technologies,5,Salesforce Developer,1432161.5,"₹4,31,607 - ₹17,01,200 a year",We have urgent requirement for UI Developer (Salesforce). Pls find the detailed JD below. If your profile suits the JD pls share your Resume.,0,,2432716,431607,Remote,Remote,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
136,136,Fission Labs,8,Salesforce Developer,2860000,"₹20,00,000 a year",At least 1 salesforce certification is required. 2 - 15 years of experience with at least 2 years of experience as Salesforce developer in translating business…,0,,2860000,2860000,Hyderabad, Telangana,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
137,137,Kyra Technologies,5,Salesforce Developer,629869.5,"₹24,847 - ₹64,105 a month",Kyra Technologies is seeking an experienced and Salesforce Developer(2-4 years) who has a proven ability with Lightning Web Components (LWC) and has prior…,1,,961575,298164,Gurgaon, Punjab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,138,Paradiso Software solution,2,Salesforce Developer,425000,"₹4,00,000 - ₹4,50,000 a year",Experience with salesforce classes to lightning migration is highly desired. Senior Salesforce Developer- EST Shift : 5.30 PM- 2.30 AM.,0,,450000,400000,Pune, Maharashtra,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
139,139,kevell Corp,2,Salesforce Developer,450972,"₹33,823 - ₹41,339 a month",Meeting with project managers to determine CRM needs. Developing customized solutions within the Salesforce platform. Creating timelines and development goals.,1,,496068,405876,Chennai, Tamil Nadu,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
140,140,Aakash Informatics,5,Salesforce Developer,800000,"₹8,00,000 a year",We have an excellent opportunity for Salesforce Developer/Consultant.*. We are 18+ years old US based IT company and we are into web and mobile based…,0,,800000,800000,Ahmedabad, Gujarat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,141,Thanu Associates,8,Salesforce Developer,3003000,"₹1,00,000 - ₹2,50,000 a month","Lightning, Visualforce, SQL, certified salesforce developer*. Certified Salesforce developer: 6 years (Preferred). Job Types: Full-time, Commission.",1,,4290000,1716000,Bengaluru, Karnataka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,143,Maxify Digital,5,Salesforce Developer,1079500,"₹3,00,000 - ₹13,00,000 a year",Salesforce development: 2 years (Preferred). Good understanding of Salesforce Service Cloud features. In depth knowledge of Salesforce Lighting Framework.,0,,1859000,300000,Noida, Uttar Pradesh,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
144,144,ABTECH Software Solutions,8,Salesforce Developer,1544400,"₹90,000 a month","ABTECH Solutions is a leading global professional services company, providing a broad range of services in strategy and consulting, interactive, technology and…",1,,1544400,1544400,Delhi,India,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
145,145,Apptad Technology Private Limited,8,Salesforce Developer,2002000,"₹14,00,000 a year","Reports to Scrum Master (Agile). Primary Skill Salesforce Configuration, Customization (Visualforce, Apex Class, Apex Trigger, Asynchronous Apex (Batch, Future,…",0,,2002000,2002000,Bengaluru, Karnataka,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
146,146,Neeha IT Services India Pvt Ltd,5,Salesforce Developer,1287000,"₹9,00,000 a year",3 to 5 years Experienced. Experience in writing Aura Lightning Components. Experience in writing Visual Force Pages. Expected Start Date: 18/1/2021.,0,,1287000,1287000,Hyderabad, Andhra Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,147,Saadhvi Technology,8,Salesforce Developer,2002000,"₹10,00,000 - ₹18,00,000 a year",Must have experience of salesforce data loader. Must have experience of salesforce unit testing and code coverage with test classes.,0,,2574000,1430000,Chennai, Tamil Nadu,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
148,148,Byndr Technologies,8,Salesforce Developer,1638866.89,"₹5,23,352 - ₹18,34,646 a year","Technical expertise on salesforce.com and Veeva, understanding of the real-world use of salesforce automation and business processes.",0,,2623543.78,654190,Bengaluru, Karnataka,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
149,149,Rishvaware Technologies,5,Salesforce Developer,555000,"₹30,000 - ₹50,000 a month",Knowledge on Advanced concepts in salesforce platform is an added advantage. Need Salesforce Developers(No Admins) for Chennai Location.,1,,750000,360000,Chennai, Tamil Nadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,150,Victrix Systems & Labs Pvt. Ltd.,8,Salesforce Developer,1544000,"₹8,00,000 - ₹16,00,000 a year","Total Exp : 5-7 yrs .shift : 2pm to 11 pm. Participate in analysis, planning, and design. Interact with customer and team on functional and technical…",0,,2288000,800000,Pune, Maharashtra,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
151,151,360 Technology,5,Salesforce Developer,957060.625,"₹5,01,697 - ₹9,00,000 a year",Bachelor’s degree in Computer Science or Software Engineering. Previous work experience with application and software development. What we are looking for :,0,,1287000,627121.25,Chennai, Tamil Nadu,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
154,154,360 Degree Cloud Technologies,8,Salesforce Developer,2002000,"₹14,00,000 a year","Experience : 1 to 4 years. Skills Required: Salesforce Development & customization, Apex, Lightning aura components, VF, triggers..",0,,2002000,2002000,Remote,Remote,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
156,156,5 Exceptions Software Solutions,2,Salesforce Developer,475000,"₹2,00,000 - ₹6,00,000 a year","2+ year’s experience with Force.com developer toolkit - Apex, VisualForce, Force.com IDE, Force.com Migration Tool, Web Services/SOA & Metadata APIs.",0,,750000,200000,Remote, Madhya Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,158,Webner Solutions Pvt. Ltd.,5,Salesforce Developer,600000,"₹4,00,000 - ₹8,00,000 a year","You should be comfortable with Triggers, Workflows, and ProcessBuilder development, batch jobs, custom objects, custom layout, test coverage, and salesforce app…",0,,800000,400000,Gurgaon, Punjab,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
160,160,MicroSan Consultancy Services,5,Salesforce Developer,615000,"₹40,000 - ₹50,000 a month","3+ years of experience in veeva(Eg. Veeva vault). Job Types: Full-time, Temporary. Salary: ₹40,000.00 - ₹50,000.00 per month. Total work: 5 years (Required).",1,,750000,480000,Remote, Kerala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,161,ANI Calls India Private Limited,8,Salesforce Developer,1787500,"₹9,00,000 - ₹16,00,000 a year","The Salesforce UX/UI Developer role requires 5+ years of relevant Salesforce development & experience with HTML, CSS, JavaScript, and human-centered design.",0,,2288000,1287000,Mumbai, Maharashtra,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
162,162,Cbsi Global,5,Salesforce Developer,1322500,"₹5,00,000 - ₹15,00,000 a year",Greetings from CBSI India Pvt Ltd!!!! We have an opening with one of our ESTEEMED Client. Interview location : Bangalore / Pune / Chennai / Mumbai.,0,,2145000,500000,Mumbai, Maharashtra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,163,Grubbrr,5,Salesforce Developer,975667.5,"₹7,80,534 a year",L Build functionalities in a sandbox with Visual Force or Apex before deploying to production. L Act as a Project or Product Manager during implementation and…,0,,975667.5,975667.5,Ahmedabad, Gujarat,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
164,164,Webkul Software,2,Salesforce Developer,320000,"₹3,20,000 a year","We are looking for salesforce developers who have a deep understanding of integrations, lightening and test classes. CTC 3.2 LPA- 7 LPA.",0,,320000,320000,Noida, Uttar Pradesh,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
165,165,Medullus,5,Salesforce Developer,630000,"₹30,000 - ₹60,000 a month","The candidates should have experience in the following: Salary: ₹30,000.00 - ₹60,000.00 per month. Temporarily due to COVID-19.",1,,900000,360000,Kolkata, West Bengal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,167,Date Transformation Company,8,Salesforce Developer,2145000,"₹14,00,000 - ₹16,00,000 a year","Clear insight of Salesforce platform best practices, coding and design guidelines and governor limits. Strong proficiency in writing Apex code and triggers,…",0,,2288000,2002000,Bengaluru, Karnataka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,168,serendipityservices.in,8,Salesforce Developer,1887600,"₹1,00,000 - ₹1,20,000 a month","We are Looking for salesforce developers with CPQ. 6 plus years hand on experience with Salesforce, 3 plus year on salesforce CPQ,.",1,,2059200,1716000,Pune, Maharashtra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,169,Esskay Compuservices Pvt Ltd.,5,Salesforce Developer,1413577.535,"₹3,92,796 - ₹17,02,349 a year",3-8 years of experience in salesforce development. Integrate applications with salesforce leveraging SOAP/REST based solutions. Expected Start Date: 8/2/2021.,0,,2434359.07,392796,Mumbai, Maharashtra,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
170,170,Factual Authentication Private Limited,8,Salesforce Developer,2216500,"₹15,00,000 - ₹16,00,000 a year",Experience: 5 - 10 years and CTC: 15 lakhs - 16 lakhs. Must have experience in Salesforce Developer. Must have experience in Salesforce Lightning.,0,,2288000,2145000,Noida, Uttar Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,171,Zenovative Technology,8,Salesforce Developer,1576637.8,"₹5,17,280 - ₹17,52,920 a year","Managing a team of developers for delivery on client expectation. Communicate effectively with developers, business, and QA teams. Function as a team lead.",0,,2506675.6,646600,Bengaluru, Karnataka,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1
172,172,Nuage BizTech Pvt Ltd,5,Salesforce Developer,1430000,"₹10,00,000 a year",Easily transitions between hands-on lead developer to strategic recommendations regarding future product enhancements. Proven work experience in LWC.,0,,1430000,1430000,Noida, Uttar Pradesh,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
173,173,U2ME WORKFORCE PVT LTD,2,Salesforce Developer,350000,"₹3,00,000 - ₹4,00,000 a year","Assists clients in the design, business architect, process development, functional implementation, and support of Salesforce CRM Applications.",0,,400000,300000,Bengaluru, Karnataka,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
174,174,Dreamwares IT Solutions LLP,5,Salesforce Developer,540000,"₹15,000 - ₹60,000 a month","Researching, designing, implementing and managing software programs. Testing and evaluating new programs. Writing and implementing efficient code.",1,,900000,180000,Pune, Maharashtra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,175,IndusIT Technolab,5,Salesforce Developer,1287000,"₹70,000 - ₹80,000 a month","This is a contract based Job, Hiring period will be 3 to 6 months (depends on the performance and workflow).*. Skills we are looking for:",1,,1372800,1201200,Ahmedabad, Gujarat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,176,Kcloud Technologies,5,Salesforce Developer,775000,"₹6,00,000 - ₹8,00,000 a year","Job Title-Senior Salesforce developer. Qualification-BCA,MCA,Btech,Bachlors. Job Location-*Sector-64 Noida. Work with new technologies on Salesforce Lightning…",0,,800000,750000,Noida, Uttar Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,177,Redian Software,5,Salesforce Developer,1430000,"₹10,00,000 a year",5 years of relevant experience in Salesforce with 12-24 month in either lightening or cloud. Should be service cloud experience with implementation experience…,0,,1430000,1430000,Noida, Uttar Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,178,Yo Hr Consultancy,5,Salesforce Developer,1151000,"₹3,00,000 - ₹14,00,000 a year",Preferred - AD1 or PD1 salesforce certified. Mandatory- Minimum 1.5 years experience with Salesforce development..,0,,2002000,300000,Bengaluru, Karnataka,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
179,179,Saffier,8,Salesforce Developer,2145000,"₹10,00,000 - ₹20,00,000 a year",You will be working with associate developer and architects on different layers of the infrastructure. You will be responsible for delivering technical design…,0,,2860000,1430000,Bengaluru, Karnataka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,180,Vivotex India,5,Salesforce Developer,1244059.04,"₹4,07,388 - ₹14,55,056 a year",We are hiring for top mnc company and for first six months it is contract period and next it would be a permanent.looking for immediate to 15 days NP candidates…,0,,2080730.08,407388,Chennai, Tamil Nadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,181,Monexo Fintech Pvt Ltd,5,Salesforce Developer,606250,"₹4,00,000 - ₹6,50,000 a year","Years of experience: * 2-3 years. Should have worked with an IDE such as MavensMate / Eclipse for force.com. Hands-on experience in administration setup, e.g.,…",0,,812500,400000,Chennai, Tamil Nadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,182,Search Bridge Consulting,8,Salesforce Developer,1573000,"₹10,00,000 - ₹12,00,000 a year",Design and develop new landing pages in Pardot and integrate prospect generation with Salesforce and websites. Follow defined practices for documentation.,0,,1716000,1430000,Gurgaon, Delhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,183,Gembrill Technologies India pvt ltd,5,Salesforce Developer,1214045.99,"₹3,78,064 - ₹14,33,586 a year","Greetings from "" CONNECT LEADER "" (product-based company ) https://www.connectleader.com. We have an immediate opening for "" SENIOR SALES FORCE DEVELOPER "" in…",0,,2050027.98,378064,Chennai, Tamil Nadu,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
185,185,Talent Corner HR Services Private Limited,8,Salesforce Developer,1805000,"₹6,00,000 - ₹20,00,000 a year",You will be working with associate developer and architects on different layers of the infrastructure. We are looking for Lead/Senior Salesforce Developer (6 to…,0,,2860000,750000,Bengaluru, Karnataka,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
186,186,Trikut info services pvt ltd,5,Salesforce Developer,1322500,"₹5,00,000 - ₹15,00,000 a year","SFDC Architect is responsible for all technical aspects of Salesforce.com, including analysis & design, custom code, data migrations, data quality, systems…",0,,2145000,500000,Bengaluru, Karnataka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,187,Vikash Technologies,8,Salesforce Developer,1647012.665,"₹5,30,425 - ₹18,39,856 a year","Hiring for Sales Force Developer. Notice Period : Immediate to 30 days Notice Period. Location : Base Location Bangalore , Noida , Kolkata , remote option…",0,,2630994.08,663031.25,Bengaluru, Karnataka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,188,Samvaad consultancy services,2,Salesforce Developer,390000,"₹30,000 - ₹35,000 a month","Developing customized solutions within the Salesforce platform. Designing, coding, and implementing Salesforce applications.",1,,420000,360000,Remote, Madhya Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,189,Triaksha Automation Technologies Pvt Ltd,5,Salesforce Developer,1430000,"₹10,00,000 a year","Looking for SFDC System Analyst/Developer: 4-7 years IT industry total experience, with 3-5 years specifically in Salesforce.com development (coding) and…",0,,1430000,1430000,Bengaluru, Karnataka,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
190,190,Fantail Technologies Pvt. Ltd.,5,Salesforce Developer,606250,"₹4,00,000 - ₹6,50,000 a year",Fantail is looking for 0-2 years experienced super stars from Top Tier Colleges to join us as a Full Stack Developer in developing enterprise solutions using…,0,,812500,400000,Pune, Maharashtra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,191,Freelancer K V Anila,5,Salesforce Developer,1233000,"₹6,00,000 - ₹12,00,000 a year",Must have experience as a salesforce data loader. Must have experience in salesforce unit testing and code coverage with test classes.,0,,1716000,750000,Chennai, Tamil Nadu,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
192,192,Synergy Resource Solutions,8,Salesforce Developer,1644679.945,"₹5,17,035 - ₹18,48,298 a year","Greetings from Synergy Resource Solutions, a leading HR Management Consultancy Firm.. Our Client a leading US-based Salesforce Services company.",0,,2643066.14,646293.75,Hyderabad, Telangana,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
193,193,Visionyle Solutions Private Limited,8,Salesforce Developer,2145000,"₹15,00,000 a year",Notice Period: *Immediate/15 Days. Candidate must have minimum 6 years of Hands experience on Mulesoft platform development.,0,,2145000,2145000,Bengaluru, Karnataka,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
194,194,Byndr Technologies,8,Salesforce Administrator,1680000,"₹5,00,000 - ₹20,00,000 a year",Location: Bangalore Ideally But Remote as of Now*. Sound knowledge & experience of marketing domain processes spreading across the industry leading tool…,0,,2860000,500000,Bengaluru, Karnataka,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
195,195,UB Technology Innovations,8,Salesforce Business Analyst,1322500,"₹5,00,000 - ₹15,00,000 a year","Configure the Client Environment for Lightning DX (install VS code , spin scratch orgs , configure command line ). Convert VF pages into LTNG starting with TIP.",0,,2145000,500000,Chennai, Tamil Nadu,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
196,196,Multirecruit,8,Salesforce Developer,2574000,"₹17,00,000 - ₹19,00,000 a year",Strong experience in getting requirement and design clarifications from the onsite team. Strong experience in explaining the requirement and design to the…,0,,2717000,2431000,Chennai, Tamil Nadu,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
197,197,Bluvium,5,Salesforce Developer,650000,"₹5,00,000 - ₹8,00,000 a year",We are hiring Salesforce developers for CPQ projects for US-based clients. Your role will primarily be the implementation of Salesforce – CPQ Solutions.,0,,800000,500000,Kolkata, West Bengal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,198,Dextris info Services,8,Salesforce Developer,2860000,"₹20,00,000 a year","Skills : Apex, CPQ, Lightening, Sales cloud. Exp: 3 to 7 Yrs. Salary: Up to ₹2,000,000.00 per year. Temporarily due to COVID-19.",0,,2860000,2860000,Bengaluru, Karnataka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,199,Quess IT Staffing,8,Salesforce Developer,12870000,"₹7,50,000 a month",#salesforce #sales #crm #marketing #salesforceadmin #salesforcecertified #salesforcetraining #salesforcedevelopers #salesforcepartner.,1,,12870000,12870000,Pune, Maharashtra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,200,Trumatics Software Labs,5,Salesforce Developer,750000,"₹50,000 a month",Salesforce developer: 3 years (Preferred). Minimum 4+ years’ experience as Salesforce Developer. Able to work independently and as a member of the technology…,1,,750000,750000,Chennai, Tamil Nadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,201,High Career,8,Salesforce Developer,2502500,"₹10,00,000 - ₹25,00,000 a year",Urgent hiring for the position of Salesforce Commerce Cloud Developer *. Role: Salesforce Commerce Cloud Developers & Senior Developers.,0,,3575000,1430000,Bengaluru, Karnataka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,203,Cohere Recruit,5,Salesforce Developer,1258000,"₹8,00,000 - ₹12,00,000 a year","< Hiring > * Salesforce Developer. Pls Apply | Share | Refer. Salary: ₹800,000.00 - ₹1,200,000.00 per year. Salesforce Development: 3 years (Required).",0,,1716000,800000,Gurgaon, Rajasthan,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
205,205,GTCSYS Services,2,Salesforce Developer,400000,"₹4,00,000 a year","Translate functional requirements into technical requirements. Design and build high-performance, reusable, and reliable Apex code with best practices.",0,,400000,400000,Ahmedabad, Gujarat,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0
206,206,ANI Calls India Private Limited,8,Salesforce Developer,2002000,"₹12,00,000 - ₹16,00,000 a year","Transform business requirements into technical specifications. Design and develop data using IBM Data Stage to acquire, transform, and publish data sets for a…",0,,2288000,1716000,Mumbai, Maharashtra,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
208,208,Cranium IT,5,Salesforce Developer,936998.46,"₹27,628 - ₹89,887 a month","Job Purpose and primary objectives*. 5+ Years of experience in architecting, designing, and building reporting applications using Tableau.",1,,1542460.92,331536,Bengaluru, Karnataka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,209,Saadhvi Technology,8,Salesforce Developer,2860000,"₹18,00,000 - ₹22,00,000 a year","Participate in analysis and design of user interfaces and provides solutions and alternatives. Collaborate with business, design, development, and quality…",0,,3146000,2574000,Chennai, Tamil Nadu,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
210,210,Adway Info PVT LTD,2,Salesforce Developer,427500,"₹15,000 - ₹45,000 a month","Good understanding of HTML5, CSS3, JavaScript (ES6/ES7/ES8) OR Java. Active profile in git, StackOverflow, codepen, code sandbox, expo etc will be added…",1,,675000,180000,Kolkata, West Bengal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,211,Navixel Solutions Pvt Ltd,8,Salesforce Developer,1544400,"₹90,000 a month","Navixel Solutions is a leading expert in travel & technology based in Mohali, India. We have a history of working with companies of all shapes and sizes.",1,,1544400,1544400,Gurgaon, Punjab,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
212,212,Monexo Fintech Pvt Ltd,2,Salesforce Developer,350000,"₹3,00,000 - ₹4,00,000 a year","Years of experience: * 2 years. Strong experience in Core Java, Java Script, triggers. Strong in OO design skills/implementation of design patterns and…",0,,400000,300000,Chennai, Tamil Nadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
